CODGEO;PMIMP;DECUC_Q2;DECUC_Q1;DECUC_Q3;BREV;DECUC_D1;DECUC_D9;DECUC_D1D9;DISP_Q2;DISP_Q1;DISP_Q3;TP60;DISP_D1;DISP_D9;DISP_D1D9;PACT;PPEN;PPSOC;PIMPOT;PPAT;NOTE_FILO;C;CC2S;NOTE_CNAM;A;APPA;ARSAS;AAAH;NOTE_CNAF
QP034019;21,3;10040;3640;17670;59,3;0;24810;;13630;10230;18610;42,8;8240;24380;3;49,6;31,1;22,5;-10,7;7,5;0;3148;1010;0;1417;454;489;217;0
QP034020;21,2;11330;4120;17270;55;0;24480;;13990;10900;18300;38,5;8800;23180;2,6;42,9;37,5;22,6;-9,3;6,3;0;1521;434;0;699;204;204;161;0
QP034021;20,3;9250;4380;16450;63,2;810;23290;28,8;13240;10030;17760;45,7;7760;23240;3;59,9;21,5;22,5;-9,3;5,4;0;5306;1396;0;1983;608;434;288;0
QP034022;19,5;9840;4220;16160;61,6;430;22510;51,8;13290;10200;17460;45,1;7850;22410;2,9;51;30,1;23,2;-9,3;5;0;2749;794;0;1221;385;336;174;0
QP035001;21,3;11090;5260;17420;56,4;530;23120;43,3;14320;11360;18160;35,7;9320;22520;2,4;51,3;31;22,6;-8,6;3,7;0;3493;775;0;1492;499;206;347;0
QP035002;22,2;8270;3390;15750;67,3;0;22600;;12950;10220;17250;47,5;8170;22240;2,7;52,1;27,1;26,4;-9;3,4;0;7904;2616;0;4004;949;583;357;0
QP035003;25,2;9830;4620;16920;61,5;350;23170;65,4;13320;10280;17810;44,8;8190;22600;2,8;58,2;25,6;22,7;-9,7;3,2;0;5081;1561;0;1991;711;416;298;0
QP035004;16,3;7860;2730;14410;69,6;0;20750;;12750;9870;16530;49,4;7670;20990;2,7;51,1;22,9;31;-8,1;3,1;0;5667;1978;0;2544;747;571;477;0
QP035005;23;8650;4270;16090;65,1;280;22500;81,6;13060;10290;17410;46,8;8140;22220;2,7;55,1;25,7;25,6;-9,1;2,7;0;11224;3530;0;3935;1258;818;565;0
QP035006;;8230;2600;14710;67,7;0;19810;;13160;10540;16460;44,8;8750;20230;2,3;51;22,7;31,8;-7,5;2;0;1371;498;0;671;218;148;148;0
QP035007;;10210;5330;14690;64,8;640;20960;32,6;13590;10830;16720;41,5;9040;20610;2,3;47,1;32,3;24,7;-7,4;3,3;0;786;155;0;295;85;39;71;0
QP036001;;8460;2670;14110;68,7;0;19610;;12860;9790;16220;48,7;8000;19790;2,5;50,8;23,8;30,4;-7;2;0;1488;565;0;818;273;233;113;0
QP036002;15;7390;2870;12760;74,9;0;18930;;12280;9930;15560;54;8190;19910;2,4;47,3;23,9;33,4;-6,8;2,2;0;4570;1951;0;1679;508;507;303;0
QP036003;28,6;12290;5470;19070;51,6;480;26420;54,6;14960;11490;19660;33,2;9090;25420;2,8;60,3;26,8;19,7;-10,3;3,5;0;1451;411;0;509;180;145;63;0
QP036004;19,7;10660;4090;16350;59,4;0;22140;;13560;10470;17410;41,6;8570;21530;2,5;53,5;27,4;24,3;-8;2,8;0;1244;393;0;520;153;160;88;0
QP037001;;11920;6910;16890;55,8;3710;22700;6,1;14640;11780;18360;33,2;9190;22380;2,4;68,5;17,4;20,9;-8,5;1,7;0;1010;201;0;313;127;62;33;0
QP037002;17,9;7880;3270;14260;70,4;0;19940;;12480;9810;16210;51,7;8060;20130;2,5;52;24,3;28,7;-7,2;2,2;0;5801;2113;0;1920;676;513;189;0
QP037003;26,6;10980;4220;18130;55,7;0;24460;;13950;10650;18870;39,7;8380;24120;2,9;51,9;33,3;20,9;-9,6;3,5;0;1800;469;0;708;246;170;95;0
QP037004;24,5;11580;5570;17880;55,3;530;23950;45,5;14580;10670;18550;37,7;8190;23530;2,9;53,5;33,6;18,7;-9,2;3,4;0;4684;1342;0;1595;581;370;165;0
QP037005;14,4;8060;2910;13590;72,5;0;18880;;12330;9660;15630;53,6;7810;19260;2,5;52,6;21,6;30,9;-6,9;1,8;0;2834;914;0;1333;478;294;187;0
QP037006;;6410;2210;10510;80,1;0;16450;;11810;8840;14980;60,2;7030;17910;2,5;46,4;20;37,9;-6;1,7;0;1127;474;0;530;185;143;62;0
QP037007;25,7;9100;4450;16100;64,6;590;22620;38,2;13500;10280;17610;43,8;8370;22440;2,7;52,3;30;24,1;-8,8;2,4;0;2461;795;0;743;292;192;62;0
QP037008;18,5;9880;4710;15690;63,4;560;20220;36;13680;10840;17260;41,1;8820;20400;2,3;57,5;21,8;26,5;-7,7;1,9;0;2579;770;0;1095;476;227;174;0
QP037009;12,9;6750;2150;12030;76,9;0;18190;;11890;9260;15060;56,9;7360;19100;2,6;45,9;23,9;34,3;-6,2;2,1;0;7715;3145;0;3301;1073;856;339;0
QP037010;22,4;10160;4110;16970;61,3;500;22720;45,4;13270;10580;17770;44,6;8750;22350;2,6;67,3;15;24,4;-8,7;2;0;1892;656;0;753;313;188;59;0
QP037011;20,1;9720;4010;15900;62,2;0;22050;;13410;10400;16950;44,4;8040;21980;2,7;53,7;28,1;23,8;-8,4;2,8;0;1700;471;0;917;278;181;105;0
QP037012;20,1;11840;5690;16790;54,4;470;21200;44,7;13930;10660;17300;41,2;8400;21140;2,5;58;29,5;18,6;-8,4;2,3;0;1360;343;0;535;220;110;61;0
QP038001;18,8;10120;5160;15980;60,1;880;20970;23,9;13820;10600;17690;40,9;8380;21130;2,5;57,8;23,7;24;-7,4;1,9;0;2524;681;0;904;331;217;101;0
QP038002;;10460;4880;17440;58,5;1020;22520;22;14210;10590;18470;38,6;8850;22380;2,5;43,6;38,8;21,1;-8,5;5;0;990;260;0;267;101;66;27;0
QP038003;18,4;8540;3640;15110;67,2;0;21440;;12920;10030;16980;47,6;7950;21530;2,7;50,3;27,7;26,8;-7,8;3;0;5458;1864;0;1706;600;478;179;0
QP038004;17,9;10370;4560;15440;63,7;170;20570;124,1;13650;10510;17510;44,5;8480;21040;2,5;54,4;25,5;25,2;-7,5;2,4;0;1860;501;0;658;208;145;87;0
QP038005;23,4;11350;5660;17470;55,4;1770;24430;13,8;14500;11380;18750;34,4;8370;24230;2,9;50,5;35,1;19,5;-9,1;4;0;1859;418;0;659;186;125;82;0
QP038006;14,8;8820;4390;13910;68,1;1360;19930;14,6;12940;10080;16300;47,8;8350;20470;2,5;60,2;21,6;23,3;-7,4;2,3;0;2216;712;0;761;220;176;83;0
QP038007;26,4;10060;5060;17660;59,6;730;25500;34,7;13840;10590;18850;42,2;8500;25010;2,9;56,2;28,5;21,1;-10,2;4,4;0;11663;3210;0;3856;1133;918;415;0
QP038008;17,4;8490;3900;14570;68,7;0;21280;;13120;10170;16730;45,6;8100;21690;2,7;55,8;21;28,3;-7,8;2,7;0;6494;2012;0;2456;766;572;282;0
QP038009;31,4;11430;6090;20820;54,4;2250;36280;16,1;14350;10620;21080;40,5;8370;33720;4;66,6;25;15,1;-13,4;6,7;0;1542;305;0;649;158;120;69;0
QP038010;19,9;10430;5560;15980;62,1;1570;23080;14,7;14200;11090;18110;39,6;8690;23240;2,7;60,7;21,5;22,8;-7,8;2,8;0;1966;563;0;604;213;146;51;0
QP038011;25;11740;5290;17650;54;1110;24400;22;14140;10900;18540;39,7;8830;24210;2,7;69,6;17,7;19,1;-10,1;3,7;0;2089;433;0;661;192;149;62;0
QP038012;;10780;6090;16080;62,5;1090;20100;18,5;14300;11160;17720;35,9;8710;21340;2,5;55,2;25,7;23,9;-6,9;2,1;0;1022;236;0;358;127;73;48;0
QP038013;;8330;4350;13180;72,6;1180;19160;16,3;12730;10060;15860;49,3;8420;20310;2,4;52,7;22,8;28,9;-6,9;2,5;0;2092;594;0;656;210;136;67;0
QP038014;20,1;10320;5930;16440;59,8;810;22470;27,7;14210;11240;18000;36,8;9290;22210;2,4;66,8;15,2;24;-8,5;2,5;0;3192;899;0;1054;440;205;103;0
QP038015;16,3;9140;4730;14430;68;720;20470;28,6;13610;10670;16810;42,2;8590;20900;2,4;62,1;15,2;28,4;-7,3;1,6;0;2803;676;0;919;362;172;108;0
QP038016;20,9;10880;5890;17000;57,5;1590;22910;14,4;14310;11240;18430;36,9;9180;22680;2,5;66,2;18,5;21,7;-8,6;2,2;0;2096;490;0;569;212;91;44;0
QP038017;23,7;11090;5370;18080;54,3;890;25950;29,1;14210;11020;18940;37,4;9050;24920;2,8;57,8;24,2;19,3;-11,1;9,8;0;1038;234;0;402;126;77;64;0
QP038018;;10590;5470;16210;59,6;1370;22320;16,2;13330;10360;18130;45,1;8120;23300;2,9;63,3;21,3;19,7;-9;4,7;0;945;274;0;303;92;81;30;0
QP038019;22,6;10730;5350;17500;58,1;30;24920;893,6;13480;10220;18570;44,5;6700;24530;3,7;51,7;33,5;16,4;-9,2;7,6;0;1162;215;0;407;109;89;37;0
QP038020;22,5;12350;7640;18490;52,8;3970;23820;6;15110;11760;19760;33,9;9720;23120;2,4;66,7;21,2;18,3;-9,1;2,9;0;1210;180;0;317;106;39;21;0
QP038021;23,6;13020;6820;18760;47,1;2220;23440;10,6;15170;12030;19310;31,2;9550;23390;2,4;64,6;23,4;18,1;-8,8;2,7;0;1200;244;0;363;121;69;27;0
QP038022;;9990;5080;15080;62,2;1280;20380;16;13460;10610;17210;44,1;8400;21080;2,5;57,3;23,3;24,4;-7,3;2,3;0;1091;259;0;376;124;62;58;0
QP038023;21,4;10650;5500;16290;59,2;960;22440;23,4;13800;10510;17790;42,4;8550;22490;2,6;50,2;32,8;21,7;-7,9;3,2;0;1962;504;0;646;187;154;70;0
QP038024;23,1;9500;4600;16440;63,5;620;23030;37,4;13110;10000;18010;46,9;8030;23210;2,9;65,5;17,9;22,6;-9;3;0;2395;655;0;874;282;203;98;0
QP038025;21,3;11090;6100;16900;57,3;2640;21810;8,3;13790;10800;18330;40,7;8420;22370;2,7;60,8;24,7;19,8;-9;3,7;0;1485;336;0;515;193;74;52;0
QP038026;22,1;11400;5240;17580;55,6;1730;24540;14,2;14200;10750;19000;40,3;8510;23800;2,8;68,3;16,8;21,7;-9,2;2,4;0;1568;364;0;482;159;92;49;0
QP039001;12,3;7630;2880;12130;76,2;0;18390;;12100;9500;15200;56,1;7510;19210;2,6;46,1;25,5;32,4;-6,4;2,4;0;2686;845;0;1050;340;228;227;0
QP039002;18,9;9300;4180;15440;63,8;0;21380;;13130;10340;17130;45,7;8100;21590;2,7;47;33,2;24,5;-7,6;2,9;0;3425;882;0;1331;417;249;277;0
QP039003;;10200;5810;14820;64,2;2010;19730;9,8;13450;10830;16340;42,2;8670;20180;2,3;59,9;22,1;23,7;-7,9;2,2;0;1019;183;0;311;104;44;48;0
QP039004;;11270;6230;16890;58,6;2190;23250;10,6;13220;10600;17500;42,7;8320;22610;2,7;56,5;31,6;17,9;-8,8;2,8;0;699;104;0;220;59;37;44;0
QP040001;24,1;12970;6350;19510;48,4;870;26850;30,8;14750;11360;19760;32,4;8600;25740;3;56,8;29,8;17;-11,8;8,2;0;1154;267;0;559;213;117;67;0
QP040002;;9910;3450;16430;61,4;0;21900;;13630;10880;17810;41,8;8760;22570;2,6;51,6;27,3;25,1;-8,1;4,1;0;1149;405;0;335;128;93;41;0
QP040003;22,3;12550;6350;18910;50,8;1320;26060;19,8;14480;11950;19800;33,7;9430;25990;2,8;52,2;32,5;18,5;-11,6;8,4;0;1084;219;0;500;131;81;69;0
QP040004;17,5;8520;2900;14370;69,4;0;20170;;13080;10550;16790;45,6;8670;20440;2,4;56,3;18;31,3;-7,5;1,9;0;2163;835;0;854;331;205;157;0
QP040005;30,3;10210;4610;18000;61,1;320;23810;75,4;13590;10510;18090;42,2;8460;22970;2,7;64,2;20;21,8;-9,6;3,6;0;1004;327;0;421;175;94;64;0
QP041001;15,9;7560;2940;12870;74,6;0;19080;;12220;9460;15560;54,2;7640;19630;2,6;53,6;20,2;31,5;-7,2;1,9;0;10622;3994;0;3660;1288;962;489;0
QP041002;15,6;9290;4450;14410;65,9;320;19360;59,9;12820;10080;16030;48,6;8200;19540;2,4;55,8;24,1;25,4;-7,2;1,9;0;2446;659;0;1099;324;219;182;0
QP041003;;6650;1840;13790;71,7;0;20270;;11640;8810;16120;55,5;7210;20510;2,8;44,4;28,9;31,2;-6,6;2,1;0;1115;422;0;480;137;130;79;0
QP042001;;10390;5660;15520;62,7;10;20600;2289,3;13490;10510;17140;43,6;8680;21160;2,4;50,2;29;24,9;-7,5;3,4;0;915;206;0;388;126;58;89;0
QP042002;22,9;11990;6960;17300;53,8;2830;22680;8;14420;11680;18600;33,8;9230;22450;2,4;56,7;30,2;18,1;-8,3;3,3;0;2535;358;0;798;240;103;108;0
QP042003;;9400;4670;14250;66,6;370;19860;54,3;13080;10140;16330;48,1;8320;20310;2,4;50,8;28;25,5;-7,1;2,8;0;1212;320;0;410;117;88;75;0
QP042004;;10610;5470;16000;59,4;490;21270;43,6;14030;10780;17670;39,5;8780;21550;2,5;55,8;24,7;23,6;-7,5;3,4;0;771;138;0;251;83;41;38;0
QP042005;18,3;11380;6130;17200;54,7;1300;22040;16,9;14520;11570;18390;35,3;9090;22090;2,4;55,2;28,3;21,6;-8,1;3;0;1399;256;0;478;146;75;77;0
QP042006;19,1;8970;4580;14980;64,8;290;21600;75,5;13060;10080;16850;46,4;8120;21870;2,7;47,4;31,9;24,4;-7,6;3,9;0;2071;635;0;684;209;168;92;0
QP042007;;9500;5800;15240;66,1;1830;21440;11,7;13440;10890;16980;41;8680;21700;2,5;54,3;25;25,2;-7;2,5;0;1354;298;0;425;127;72;52;0
QP042008;17,7;10100;4750;16370;58,9;0;21570;;13620;10250;17740;41,3;7570;21580;2,9;63,8;18,6;21,6;-8,9;4,9;0;1713;454;0;512;166;131;50;0
QP042009;24,7;11470;5980;18330;55,7;890;25760;28,8;14350;11300;19590;38,4;8510;25130;3;59,1;28;18;-10,2;5,1;0;2612;505;0;900;285;158;100;0
QP042010;;9700;5520;16040;60,6;1020;22690;22,3;13540;10760;17500;41,3;8660;23040;2,7;60,6;22,6;21,7;-8,7;3,8;0;1039;228;0;321;103;71;44;0
QP042011;20,8;9860;4820;16500;62,2;600;21460;36,1;13330;10450;17430;44,2;8460;21650;2,6;51,3;31,5;22,2;-8,4;3,4;0;2437;689;0;816;221;150;84;0
QP042012;21,6;9040;3790;16190;64,4;0;24030;;13160;9930;17710;46,5;7460;23640;3,2;53,6;26,5;23,8;-9,3;5,4;0;6870;2099;0;2538;728;600;350;0
QP042013;15,9;9610;5130;14670;65,8;870;20380;23,4;13200;10430;16490;45,8;8490;20920;2,5;52,5;28,1;24,4;-7,5;2,5;0;5761;1550;0;1786;620;392;212;0
QP042014;28,7;11650;5470;19330;53,4;520;27610;52,9;14530;10850;20010;38,8;8470;26620;3,1;61,9;25,2;17,7;-11,3;6,5;0;4354;1102;0;1712;492;340;165;0
QP042015;;6830;2880;11210;81,7;80;15320;183,8;12080;9770;14620;58,2;7980;17740;2,2;45,8;20,8;36,8;-5,8;2,4;0;1174;440;0;442;127;115;69;0
QP042016;18,5;9970;4510;16340;60,6;10;22140;3385,4;13940;10960;18250;39,8;8530;21960;2,6;53,2;26;25,8;-7,6;2,6;0;1357;398;0;469;139;113;60;0
QP042017;;9730;4680;14710;65,6;20;19570;894,5;12920;10280;16460;47,6;8590;19700;2,3;37,4;41,5;24,3;-6,4;3,2;0;1768;547;0;755;233;142;86;0
QP042018;;8410;1630;14710;68,7;0;20020;;12040;9830;16140;57;7570;20570;2,7;45,2;32,5;25,9;-7,1;3,5;0;1027;332;0;351;104;103;44;0
QP042019;;8820;3660;15380;67;230;21210;93,4;12820;9920;16650;47,6;8200;21880;2,7;45,9;33,5;23,7;-7,7;4,6;0;895;260;0;275;97;67;26;0
QP043001;;8960;3490;15670;63;0;21350;;13280;10670;17560;44,5;8160;21830;2,7;42,4;35,6;25,5;-8,2;4,7;0;1144;358;0;443;134;87;102;0
QP043002;23,2;10320;4840;16260;60;560;23240;41,5;13980;11170;18490;39,1;9120;23940;2,6;54,4;27,5;23,3;-9,1;3,9;0;975;252;0;390;119;60;83;0
QP044001;25;10320;4320;17500;58,8;0;23990;;14120;10740;18490;38,9;8690;23470;2,7;56,2;25,4;24,6;-9;2,8;0;7313;2354;0;2640;873;711;352;0
QP044002;;8940;3930;15770;66,7;0;21120;;12990;10150;16860;47,3;8110;21510;2,7;52,6;26;27,1;-7,7;2;0;1188;342;0;439;144;117;61;0
QP044003;;9980;3220;16810;61,7;0;21930;;12990;10090;17550;46,7;7940;22160;2,8;53,5;26,4;25,1;-8,1;3,1;0;1162;368;0;410;138;107;65;0
QP044004;;8590;3720;14150;68,7;0;19820;;12910;10230;16220;47,1;8110;20530;2,5;45,5;29,5;28,6;-6,7;3,1;0;1107;264;0;396;98;86;85;0
QP044005;28,6;10940;5200;18440;56,8;600;25130;41,9;14280;10830;19050;38,1;8620;24160;2,8;62,6;23,7;20,7;-10,3;3,3;0;15665;4326;0;5258;1867;1285;583;0
QP044006;18,6;8070;3280;14470;68,8;0;20800;;12740;9970;16540;49,5;8060;21350;2,7;61;15,7;29,7;-8,2;1,8;0;5272;1919;0;2085;695;588;240;0
QP044007;20,4;8980;3360;15170;65,5;0;20790;;13300;10330;16650;44,4;8220;20910;2,5;57,7;21;27,4;-8,4;2,3;0;3975;1416;0;1483;516;405;146;0
QP044008;19,9;9880;4620;15940;61,1;330;21530;64,4;13610;10350;17390;42,7;8200;21570;2,6;64,6;16,8;25,1;-8,8;2,3;0;5303;1590;0;2054;674;500;258;0
QP044009;;8760;3030;14550;68,7;0;19370;;12810;9810;16240;48,6;8000;19800;2,5;55,5;19,9;29,9;-7,2;1,9;0;1855;657;0;894;285;261;92;0
QP044010;17,3;9130;4300;15400;64,4;0;20260;;13250;10510;16780;45,6;8660;20120;2,3;60,2;18,6;27,5;-8,1;1,8;0;1692;559;0;714;264;181;84;0
QP044011;;9060;4260;15570;64,7;550;19630;35,5;13660;10740;17000;42,2;8880;20290;2,3;57,1;20;28,7;-7,5;1,7;0;1590;536;0;576;213;152;71;0
QP044012;21,5;10290;4510;16440;59;390;21690;55,2;13850;10870;17630;39,3;8660;21490;2,5;62,7;19,9;23,9;-9;2,5;0;1342;366;0;517;183;94;79;0
QP044013;21,9;8890;4420;15460;65,6;290;22630;79,4;13700;10650;17250;43;8410;22560;2,7;62,7;17,6;26,8;-9,3;2,2;0;3778;1218;0;1405;449;318;127;0
QP044014;16,7;8830;3860;14960;67,1;120;20720;173,2;12840;10110;16680;48,2;8030;20940;2,6;58,6;18,9;28,3;-8,1;2,3;0;5420;1713;0;2177;760;534;274;0
QP044015;;8680;4170;13610;70,6;50;19380;366,3;13150;10530;16260;44,3;8670;20140;2,3;61,5;13,4;31;-7,3;1,4;0;1479;452;0;507;199;123;58;0
QP044016;;9320;4770;17740;60,8;350;25290;71,3;13620;10490;18590;42,6;8050;24430;3;64,9;20,3;21,9;-9,7;2,6;0;1190;297;0;499;135;94;45;0
QP044017;22,6;8380;3610;15400;67,1;0;21300;;13090;10190;16860;46,1;8470;21630;2,6;57,1;21;27,7;-8,9;3,1;0;1344;464;0;470;168;135;46;0
QP044018;24,6;11410;4780;18200;54,6;740;23550;31,8;14710;11410;18700;35;8920;22950;2,6;59,5;25,6;21,3;-9,2;2,8;0;2797;802;0;1050;385;233;120;0
QP044019;;7090;2390;11810;80,3;0;16700;;12040;9660;14900;58,1;7930;18370;2,3;47,9;20,5;36,1;-6;1,5;0;1565;648;0;585;203;211;59;0
QP045001;;11460;6460;16530;55,2;1350;21810;16,1;13770;10960;17570;40;8850;21510;2,4;65,2;21,7;19,8;-8,9;2,2;0;1035;260;0;301;146;38;26;0
QP045002;;10610;5390;16160;59,3;1200;21170;17,6;12910;10230;17470;46;7980;20930;2,6;57,6;26,9;21,4;-7,9;2;0;1110;315;0;312;107;96;39;0
QP045003;15,5;8530;3940;13550;71,6;270;19030;71,7;12650;9780;16120;50;7660;19890;2,6;53,2;21,4;30;-6,9;2,3;0;4091;1344;0;1497;473;428;155;0
QP045004;24,3;10740;5040;17360;57,8;580;22580;38,8;14010;10580;17870;40,7;8080;22000;2,7;47;38,3;19,1;-8,6;4,2;0;3102;930;0;1114;404;275;117;0
QP045005;16,3;7740;3200;15200;68,5;100;20090;193,2;12350;9710;17100;51,5;7850;21150;2,7;55,5;20,1;29,7;-7,3;2;0;1929;747;0;654;208;223;59;0
QP045006;24,5;10300;4470;16990;60,1;610;23380;38,2;14160;10490;18540;41,6;8620;22730;2,6;69,2;15,5;23;-10;2,3;0;1743;581;0;537;203;136;48;0
QP045007;23,4;8710;4270;14150;68,6;60;21270;333,3;12750;9900;16400;49,2;8300;20690;2,5;67;14,3;26;-9,3;2;0;1846;571;0;572;236;158;48;0
QP045008;33,7;12260;6540;20770;52,2;1360;28270;20,8;15740;11750;20730;32;9330;26500;2,8;74,7;15,9;18;-10,9;2,3;0;1061;240;0;291;107;54;32;0
QP045009;20,8;10710;6510;14760;63,4;2410;20510;8,5;13950;11280;17310;37,6;8950;20850;2,3;65,6;18,5;22,7;-8,3;1,5;0;1453;344;0;498;191;79;29;0
QP045010;18,2;8370;4390;14060;70,4;450;20650;45,9;12740;10090;16420;49,5;8000;20980;2,6;61,3;17,5;27,5;-8,3;2;0;11846;3776;0;3757;1225;802;280;0
QP045011;21,7;10090;5710;16170;61,7;2110;22840;10,8;13350;10480;17550;44,1;8260;22580;2,7;60,5;24,6;20,7;-9,1;3,3;0;7112;1800;0;2167;773;417;242;0
QP045012;23;9410;5230;15960;65,7;1520;22160;14,6;13360;10580;17400;43,7;8570;21840;2,5;61,8;21,5;22,3;-8,8;3,2;0;1673;485;0;458;190;88;32;0
QP045013;26,2;9650;4660;16370;63,2;690;23620;34,1;13430;10610;18100;45,6;8200;23390;2,9;69,2;14,4;22,6;-9,8;3,6;0;1090;358;0;325;136;64;26;0
QP045014;18,9;7340;3870;13280;72,6;640;19480;30,2;11820;9320;15250;57;7040;19670;2,8;56,7;22,8;26,4;-7,8;1,9;0;2451;858;0;680;263;176;55;0
QP045015;25,3;10810;6120;16840;58,4;2320;23300;10;13900;10800;18230;39,3;9030;22670;2,5;57,3;28,6;20,5;-8,7;2,3;0;1300;305;0;356;140;71;37;0
QP045016;;6870;3130;11160;81,2;0;15750;;11680;9370;14390;60,3;7760;17760;2,3;46,1;21,8;36;-5,5;1,6;0;1490;544;0;521;156;138;57;0
QP045017;;9460;4290;14170;71,4;310;20320;65,8;13190;9780;16450;43,7;7600;20170;2,7;58,4;20,8;26,7;-7,3;1,4;0;1057;309;0;382;130;96;56;0
QP045018;;9430;5550;14200;66,7;2180;18840;8,6;12780;10420;16840;48,8;8240;19880;2,4;61,3;19,5;25,3;-7,4;1,3;0;1412;452;0;454;174;97;44;0
QP045019;;9120;4670;13560;70,9;240;19630;80,4;12480;9920;15650;51,9;7620;20270;2,7;58,5;20,4;26,5;-7;1,6;0;1090;285;0;372;105;96;35;0
QP046001;23,4;10830;5220;18720;55,5;140;26510;193,5;14550;10860;19970;38,8;8210;25830;3,1;59,9;25,4;21,3;-10,3;3,7;0;1033;339;0;337;129;64;54;0
QP047001;;6430;2950;11320;79,3;0;17080;;11770;9680;14750;60;8330;18950;2,3;49,7;19,6;35,1;-6,6;2,2;0;1921;918;0;615;231;173;62;0
QP047002;;5560;1570;9280;85,2;0;15210;;11450;9310;14070;62,2;7870;18050;2,3;45;14,8;43,7;-4,8;1,3;0;1588;779;0;513;161;154;83;0
QP047003;26;11670;4610;20900;54,2;0;29710;;14700;10650;20910;37,7;7490;28080;3,7;64,8;20,8;19,8;-12;6,6;0;1236;306;0;676;218;141;70;0
QP047004;;10880;5800;15890;61;1300;22880;17,6;13250;10470;17580;44;7720;22590;2,9;55,5;29,9;18,8;-9,5;5,3;0;844;203;0;341;116;91;32;0
QP047005;23,5;10920;4080;18360;57,6;0;27180;;13870;10220;19050;41,5;7950;25650;3,2;56,1;28,9;19,5;-11,8;7,3;0;2148;578;0;1188;396;304;177;0
QP047006;19;9060;4670;15240;64,8;180;22810;126,7;12710;10270;16480;49,9;8670;22480;2,6;44,4;36,2;22,9;-8,5;5;0;1127;342;0;409;119;106;56;0
QP047007;26;11530;5480;18740;53,7;750;25770;34,2;14330;10750;19360;39,1;8080;24910;3,1;52,7;34;17,3;-10;6;0;987;272;0;398;128;97;62;0
QP049001;18,4;9910;4360;16210;62,2;70;21970;318,4;13810;10660;17660;40,5;8630;21820;2,5;55,4;24,2;25,8;-7,9;2,5;0;5598;1883;0;2349;883;561;186;0
QP049002;22,7;8700;3350;15860;64,6;0;21680;;13070;10200;17250;46,7;8320;21480;2,6;51,5;27,8;25,9;-8,2;3;0;9124;3506;0;3183;1277;868;262;0
QP049003;;6690;1490;14200;69,5;0;21210;;12240;10070;16340;53,3;8430;21680;2,6;48,2;25,9;29,8;-8,3;4,4;0;1063;434;0;456;165;93;29;0
QP049004;17,6;8200;3090;14430;69,5;0;19550;;12860;10200;16350;48,7;8430;20000;2,4;55,6;19,2;30,6;-7,3;1,9;0;2423;978;0;965;359;257;84;0
QP049005;17,2;8050;2870;14330;70;0;20220;;12640;9950;16360;50,1;8100;20330;2,5;51,7;24,1;29;-7,2;2,4;0;6671;2575;0;2628;956;757;243;0
QP049006;23,3;11990;6640;17180;54,3;1490;21670;14,6;15230;11830;18490;30,1;9020;21540;2,4;66,1;18,3;22,6;-9;2;0;1388;320;0;586;204;88;53;0
QP049007;17,2;8100;3670;15060;66,7;0;20710;;13090;10480;16630;45,6;8640;20560;2,4;54,7;22,1;28,3;-7,7;2,6;0;2213;794;0;880;311;205;91;0
QP049008;17,6;8650;4560;14250;67,3;340;20400;59,9;12720;9890;16030;49,6;7950;20280;2,5;61;19,2;25,7;-7,9;2;0;1915;593;0;726;301;155;54;0
QP049009;;8980;5190;13120;72,3;1120;17910;16;12630;10720;16190;50,3;8620;19000;2,2;55,2;20,9;28,8;-6,6;1,7;0;1590;453;0;641;261;122;98;0
QP049010;;8700;4850;14080;69,7;750;19020;25,2;12980;10450;16180;47,2;8620;19720;2,3;55,9;20,2;28,9;-6,7;1,7;0;1908;539;0;733;256;128;104;0
QP049011;22,7;11290;6590;16850;56,2;1090;22400;20,6;14100;11150;18330;38,7;8490;22190;2,6;61,2;25,7;19,2;-8,8;2,7;0;1836;401;0;712;303;120;70;0
QP049012;19,3;11030;6110;16220;59,5;1580;21240;13,4;13930;11120;17580;38;9040;20970;2,3;59,8;24,4;21,6;-8,2;2,4;0;1892;461;0;805;354;117;139;0
QP049013;18,1;10160;3530;16560;59,2;0;21760;;13410;10450;17690;43,3;8340;21630;2,6;48,1;32,2;24,6;-7,9;3;0;3053;1109;0;1398;484;398;140;0
QP050001;;11010;6400;16730;58,7;650;21720;33,6;14200;11070;18210;37,4;8680;21810;2,5;42,7;39,8;21,4;-7,6;3,7;0;998;253;0;495;164;92;97;0
QP050002;25;12330;5950;18130;51,1;40;23720;551,7;14700;11230;18430;35,2;9020;22780;2,5;56,1;30,3;19,5;-9,2;3,3;0;1607;338;0;723;284;99;150;0
QP050003;19,5;9110;3310;16570;61,5;0;21730;;13370;9720;17720;43,2;7780;21530;2,8;52,4;27,3;25,2;-8,2;3,3;0;1195;390;0;587;199;125;107;0
QP050004;;9910;4160;16580;61,3;0;21870;;14080;10540;17560;40,7;8770;21630;2,5;47,1;31,6;26,2;-7,2;2,3;0;1119;303;0;602;195;109;140;0
QP050005;18,9;9460;3080;15790;63,6;0;21950;;13240;10130;17400;44,3;8320;21900;2,6;52,5;26,4;26,9;-8;2,2;0;5343;1587;0;2452;784;566;453;0
QP050006;26,2;11850;6290;18210;53,7;840;22960;27,4;14710;11540;18690;33,1;8710;22650;2,6;63,6;23,1;20,9;-9,1;1,5;0;1403;324;0;583;216;127;100;0
