CODGEO;PMIMP;DECUC_Q2;DECUC_Q1;DECUC_Q3;BREV;DECUC_D1;DECUC_D9;DECUC_D1D9;DISP_Q2;DISP_Q1;DISP_Q3;TP60;DISP_D1;DISP_D9;DISP_D1D9;PACT;PPEN;PPSOC;PIMPOT;PPAT;NOTE_FILO;C;CC2S;NOTE_CNAM;A;APPA;ARSAS;AAAH;NOTE_CNAF
QP069015;18,3;8560;4220;14330;69,3;210;20860;98,2;12800;10050;16500;48,6;8080;21140;2,6;56,6;21,6;27,2;-7,9;2,5;0;23752;7013;0;6475;2071;1622;774;0
QP069016;18,3;9120;5030;15140;65,7;490;21680;44,6;13240;10510;17290;44,7;8380;21910;2,6;54,4;25,1;25,7;-7,9;2,7;0;6210;1604;0;1940;609;450;234;0
QP069017;30,2;12440;7810;18540;51,4;2520;24520;9,7;15640;12560;19450;26,2;9560;24070;2,5;62,2;26,4;17,9;-9,2;2,7;0;1347;241;0;366;131;65;50;0
QP069018;17,8;9430;4650;15130;65,5;530;20620;39,3;13160;10210;16930;46,4;8200;21190;2,6;57,5;22,4;25,5;-7,9;2,5;0;21495;5798;0;6084;2020;1504;572;0
QP069019;30,4;10820;5060;18180;57,2;1050;24910;23,6;14120;10890;19000;40,2;8590;23740;2,8;70,5;14,8;21,5;-10,1;3,3;0;2252;553;0;677;259;150;52;0
QP069020;21,1;9760;5170;16430;62,6;1550;23250;15;13550;10420;17640;42,6;8590;22700;2,6;61,9;20,9;23,2;-8,6;2,6;0;2409;646;0;694;240;165;85;0
QP069021;;9930;5400;16340;59,7;460;22100;47,6;13530;10590;18050;43,4;8330;22440;2,7;56,1;26,4;22,7;-8,2;3;0;1100;278;0;383;127;106;26;0
QP069022;31,5;11080;5850;18950;55,1;1850;26390;14,3;14300;10740;19700;38,4;8420;25340;3;66,8;21,8;18;-10,4;3,8;0;5429;1177;0;1542;535;357;139;0
QP069023;22,7;9930;5330;17170;59,4;1120;23000;20,6;13860;10600;18390;41;8370;22610;2,7;65,4;18,2;23,2;-8,6;1,8;0;2259;608;0;682;260;130;68;0
QP069024;;7700;2990;13860;71,3;140;20510;150,8;12300;9370;16220;54,7;7050;20890;3;52,6;23,1;28,8;-7;2,5;0;1637;519;0;516;149;141;54;0
QP069025;33,8;12000;5990;20560;52,6;1350;30400;22,6;15220;11640;20680;32,1;9260;28590;3,1;64,7;24,6;18,2;-12,4;4,9;1;2345;528;0;805;285;143;82;0
QP069026;16,4;9690;4920;15130;64,3;780;20380;26,2;13580;10660;17180;44,5;8780;20450;2,3;56,2;22,9;26,2;-7,3;2;0;2440;660;0;693;214;162;94;0
QP069027;22,7;11800;7070;17350;54,1;3810;23160;6,1;14800;11700;18920;32,5;9530;22800;2,4;66,6;20,2;19,3;-8,4;2,3;0;1617;385;0;454;149;82;56;0
QP069028;25,5;10650;5950;17390;58,3;1770;23940;13,5;14150;11260;18620;36,8;8930;23500;2,6;57,8;27,3;21;-9,1;3;0;15765;3672;0;4412;1523;901;504;0
QP069029;25,8;11290;6050;17780;54,9;2590;23420;9;13950;10340;19300;40,2;7910;23250;2,9;62,7;24,8;17,1;-9,5;4,9;0;1662;326;0;374;144;49;31;0
QP069030;25,6;10200;4420;17000;58,2;1530;23400;15,2;13880;10550;18650;41,7;8830;22660;2,6;61,7;22;23,4;-9;1,9;0;1055;259;0;289;86;60;50;0
QP069031;23,1;10660;5600;16610;59,5;1040;22830;21,9;14100;10930;18240;37,8;8680;22720;2,6;60,4;23,3;22,7;-8,4;2;0;6389;1440;0;1884;711;352;234;0
QP069032;;10240;5250;16300;60,7;1170;22720;19,4;13930;10530;17800;40,3;8570;22540;2,6;59,3;23,7;23,3;-8,4;2,1;0;1245;317;0;393;158;97;39;0
QP069033;;9360;5090;15550;65,5;2000;21110;10,6;13320;10830;17430;44,6;8680;21790;2,5;50,1;29,8;24,5;-7;2,6;0;1292;340;0;419;128;100;58;0
QP069034;;9190;5730;14940;66,2;550;21740;39,4;13740;11010;17350;38,8;8960;21660;2,4;58,1;22,7;25,9;-8,8;2,1;0;1677;385;0;557;194;101;74;0
QP069035;25,5;11030;5780;17220;57,2;1090;23800;21,9;14150;10980;18390;38;8820;23300;2,6;56,7;28,7;20,5;-9,3;3,4;0;15970;3713;0;5466;1804;1095;604;0
QP069036;22,4;10050;5190;15870;62,7;1050;23100;22;13470;10820;17500;42,5;8730;22470;2,6;63,9;19,3;23,4;-9;2,4;0;3490;826;0;1050;378;238;98;0
QP069037;26,1;11010;5940;17570;57,5;1980;24110;12,2;14440;11210;18790;37,5;8900;23560;2,6;63,4;22,4;20,6;-9,6;3,2;0;8375;1757;0;2686;829;479;298;0
QP069038;25,2;10870;5810;17360;57,3;940;23620;25,2;13930;11000;18460;39,2;9010;22570;2,5;55,5;29,5;20,8;-8,8;3;0;1638;291;0;535;177;85;79;0
QP069039;18,5;10060;4980;16270;60,6;630;21630;34,4;13490;10110;17200;42,5;7920;22030;2,8;52,6;30;21,5;-7,6;3,5;0;1827;487;0;638;209;156;66;0
QP069040;30,4;12980;5910;19340;48,7;0;25420;;15290;11620;20280;35,6;9200;25680;2,8;70,8;16,9;20;-10,9;3,2;0;883;184;0;259;73;54;31;0
QP069041;28,7;10670;4980;17270;57,1;720;23860;33;14400;11030;18430;37,7;8520;24020;2,8;60,3;24,1;22;-9,7;3,3;0;1380;300;0;387;151;77;41;0
QP069042;34,3;12150;5730;20590;51,2;1270;31520;24,8;14700;10420;20430;39,2;7130;29320;4,1;78,5;14,2;15,2;-12,1;4,2;0;1804;239;0;914;236;108;57;0
QP069043;;9900;6260;15480;65,9;3390;20360;6;13130;10820;17270;44,6;7940;21190;2,7;64;20,8;20,4;-8;2,8;0;1445;215;0;308;101;42;28;0
QP070001;14,1;8870;3420;14110;68,9;0;19220;;12880;10070;16110;48,7;8060;20020;2,5;48,9;26,2;29,4;-6,8;2,3;0;2220;649;0;981;321;203;253;0
QP070002;;8600;3940;14480;65,3;0;19860;;12790;10130;16400;49,1;8440;21720;2,6;51,7;25,5;28;-6,8;1,6;0;1091;319;0;460;157;100;78;0
QP070003;;8540;2850;13900;69,5;0;18380;;12270;9680;15860;52;7950;18910;2,4;45,6;28,4;29,9;-6,5;2,6;0;852;229;0;408;109;85;76;0
QP070004;;9490;5110;14850;67,3;460;19740;43,1;12840;10420;16340;47;8740;20400;2,3;52,6;26,2;26,2;-6,7;1,7;0;1139;233;0;429;125;73;65;0
QP070005;;8350;3540;12270;76,5;40;17770;413,3;12550;10090;15280;51,5;8040;19330;2,4;46,6;25,1;32,3;-5,7;1,7;0;829;196;0;369;124;59;72;0
QP071001;14,4;8850;4090;14080;69,7;330;19050;58,2;13090;10400;16410;46,1;8740;19890;2,3;49,8;25,8;29,3;-7,1;2,2;0;2380;795;0;1063;344;276;193;0
QP071002;;7660;4370;11130;;380;14490;37,9;11970;9800;15120;55,6;7560;18480;2,4;38,6;31;33,7;-4,9;1,6;0;656;200;0;203;50;48;36;0
QP071003;17,7;8660;3680;14770;66,3;0;20710;;13040;10570;16940;45,7;8580;20790;2,4;48,2;29,3;28,1;-7,9;2,3;0;5699;1955;0;2207;695;487;385;0
QP071004;;7790;4620;11890;77,2;1810;17360;9,6;11860;9260;14600;59,4;7210;18630;2,6;54,8;22,4;27,9;-6,7;1,6;0;1637;547;0;506;142;104;73;0
QP071005;16,7;9130;4790;14900;64,7;640;20100;31,4;13020;9810;16480;46,2;8010;20370;2,5;52;28,7;24,5;-7,3;2,1;0;2205;724;0;770;239;186;115;0
QP071006;19;9480;5580;15510;65,1;1490;21610;14,5;13310;10790;17120;44,2;8730;21050;2,4;59,7;22,5;24;-8,1;1,9;0;1691;516;0;659;213;127;119;0
QP071007;17,1;9260;5240;14890;66,9;950;19600;20,6;13170;10510;16190;44,6;9010;19930;2,2;52,7;25,7;25,2;-7,2;3,6;0;1664;452;0;526;185;105;77;0
QP071008;;10420;5790;16620;59,4;950;22150;23,2;14060;11130;17650;38,7;8960;21780;2,4;50,1;33,8;22,3;-8,3;2,1;0;1045;315;0;464;174;89;106;0
QP071009;;8720;4210;14920;67,1;760;20570;27;13440;10740;17320;43,1;8300;20640;2,5;43,4;33,1;28,1;-7,1;2,5;0;907;248;0;358;100;81;53;0
QP071010;;11840;5400;18560;53,6;110;25240;226,3;14210;10650;19210;36,6;8060;24450;3;43,8;42,2;18,5;-9,2;4,7;0;700;119;0;233;66;41;39;0
QP071011;;9060;3130;15970;65,1;0;21750;;13100;10010;17550;45,3;8600;21430;2,5;36,6;42,3;25,9;-7,5;2,7;0;1106;345;0;474;109;102;97;0
QP071012;;11260;4620;17810;56,9;0;21640;;13840;10740;18700;38,1;8730;21560;2,5;44,2;38,3;22,4;-7,8;2,9;0;860;191;0;389;126;84;74;0
QP071013;;11010;6420;16700;58,2;2600;21830;8,4;14830;11640;18310;36,3;9070;21880;2,4;58,7;27,2;20,8;-8,9;2,2;1;1072;198;0;256;92;36;36;0
QP072001;;9970;5400;15630;62,3;430;20320;47,2;13700;10590;16650;41,4;8450;20590;2,4;58,6;22,8;24,3;-7,7;2;0;1158;282;0;379;148;66;33;0
QP072002;23,4;10830;4780;17370;57,9;0;22900;;14010;10680;18080;41,6;8600;22280;2,6;50,4;33,5;21,7;-8,8;3,2;0;5026;1484;0;1750;596;395;251;0
QP072003;14,5;6660;1230;12780;74,7;0;18510;;11960;9580;15630;55,8;7670;19340;2,5;47,3;22,6;34,6;-6,7;2,2;0;4310;1990;0;1588;560;523;171;0
QP072004;17,4;8010;2180;14490;68,8;0;20550;;12410;9570;16180;52;7690;20450;2,7;47,4;28,7;28,7;-7,5;2,7;0;5777;2329;0;2593;872;781;242;0
QP072005;16,3;6120;1200;13040;74,1;0;19630;;11780;9310;15620;57,2;7320;19970;2,7;47,3;23,3;34,4;-7,3;2,3;0;10415;5164;0;3707;1193;1283;345;0
QP072006;;7200;1120;13960;70,4;0;22110;;11810;9450;16400;57,5;8010;21850;2,7;53,2;19,5;32,5;-7,5;2,3;0;880;351;0;419;137;142;48;0
QP072007;;10280;5460;15570;61,4;620;19950;32,2;13740;10720;17040;40,5;7490;19470;2,6;58,3;24,6;22,6;-7,9;2,4;0;1018;317;0;408;161;75;39;0
QP073001;26,5;12120;6350;18760;53;1670;26360;15,8;14750;11190;19640;35,4;8980;25800;2,9;61;26,6;17,6;-10,8;5,6;0;3317;692;0;1193;379;208;152;0
QP073002;19,6;10480;5920;16100;61,5;1820;22050;12,1;13730;10820;17620;41;8680;22380;2,6;60;23,4;22,4;-8,5;2,7;0;6434;1342;0;2041;599;349;331;0
QP073003;26,9;13650;7640;18900;46,9;4590;25140;5,5;15880;12010;19560;29,4;9340;24450;2,6;68,6;22,9;14,7;-9,6;3,4;0;1021;116;0;290;115;35;38;0
QP073004;;9150;6150;14200;68,9;2560;18490;7,2;13340;10600;16190;45,1;8850;19470;2,2;54;24,8;25,4;-7;2,8;0;1163;216;0;347;77;44;76;0
QP074001;18,9;11070;5990;17500;55,5;2500;24350;9,7;13990;10920;18460;37,4;8450;23920;2,8;66;21,8;18,8;-8,8;2,2;0;3440;544;0;916;275;125;97;0
QP074002;;9440;5050;16240;66,4;670;23800;35,3;13000;10200;17680;48,5;8150;23210;2,8;66,9;16,1;22,8;-8,6;2,8;0;1434;258;0;432;107;90;48;0
QP074003;22,6;13980;9730;17840;41,7;5290;23290;4,4;15960;12330;19130;29,1;9470;23400;2,5;65,4;27;14;-8,2;1,8;0;1207;159;0;277;72;48;27;0
QP074004;21,1;10760;6520;16760;60,5;2170;22530;10,4;13940;11230;17830;38,7;9220;22630;2,5;67;20;19,7;-8,9;2,2;1;1126;188;0;335;95;54;45;0
QP074005;;10270;4440;16650;61,3;140;25880;191,1;12590;9070;17880;50,9;5660;25490;4,5;78,7;12;16,3;-9,5;2,5;0;1100;185;0;307;88;59;23;0
QP074006;27,2;13660;8960;19720;45,5;5170;26620;5,2;16020;12370;20720;27,7;9440;26070;2,8;77,6;15;15,2;-9,6;1,8;0;1918;137;0;432;114;45;54;0
QP075001;33,1;13900;8300;19950;44,5;3640;26680;7,3;16030;11830;20570;29,7;8850;25920;2,9;72,2;21;14,3;-10,5;3;0;2202;299;0;1002;269;123;81;0
QP075002;45,6;15680;8730;28630;37,3;4300;41920;9,8;17090;12310;26580;26,4;8520;38180;4,5;79,6;21,2;8,7;-16,3;6,8;0;1797;217;0;503;125;97;57;0
QP075003;37,3;14210;8540;22470;43,1;5380;33410;6,2;15370;11310;22570;34,2;7780;31600;4,1;82,2;16;8,6;-15,3;8,5;0;2194;132;0;443;111;50;28;0
QP075004;41;12580;7910;20980;50,3;3850;32310;8,4;15370;11490;20670;33,6;8580;29350;3,4;69,8;24,9;13,3;-13,7;5,7;0;1944;309;0;705;206;133;99;0
QP075005;48,8;17400;10150;24600;;5420;33230;6,1;17730;12920;24170;;7700;30790;4;77,7;25;6,5;-13,9;4,7;0;620;40;0;202;70;15;5;0
QP075006;39,6;12100;8040;22320;52,6;3060;32430;10,6;14860;11560;21990;34,5;9460;30710;3,2;75,3;21,5;13,5;-12,8;2,5;0;1182;164;0;314;98;60;33;0
QP075007;35,2;13510;7380;20270;46,1;2940;27330;9,3;15530;11780;20550;30,9;8970;26070;2,9;64,5;27;15,7;-10,7;3,5;0;3459;672;0;1100;326;231;162;0
QP075008;34,1;12190;6540;19730;51,8;2590;27190;10,5;14950;11360;20060;35,4;8470;25810;3;62,2;28,6;16,4;-10,4;3,2;0;3432;564;0;1001;292;206;144;0
QP075009;45,2;14130;7780;24280;45,6;3610;37770;10,5;16000;11420;23620;33,2;8680;34470;4;76,6;22;11;-14,5;4,9;0;2190;297;0;628;165;125;69;0
QP075010;36,9;12810;7380;20440;49,5;3420;30170;8,8;15090;11270;20940;34,2;8570;28440;3,3;73,1;21,2;14,3;-12,3;3,7;0;13970;2322;0;4576;1220;770;397;0
QP075011;46,9;14330;7680;23360;44,7;3640;33590;9,2;16280;11660;23250;30,7;8750;31490;3,6;80,8;17,5;11,6;-14,5;4,6;0;6976;1053;0;1835;559;348;151;0
QP075012;48,5;13690;7470;25320;45,7;3720;40260;10,8;15490;11180;24620;34,2;8040;36400;4,5;85,4;14,3;10;-15,8;6,1;0;11431;1496;0;3092;877;633;325;0
QP075013;30,7;11620;6700;18130;54,9;2910;24120;8,3;14350;10690;18900;37,6;8280;23680;2,9;71,4;18,2;17,7;-9,7;2,4;0;4982;913;0;1418;433;277;141;0
QP075014;42,5;12640;7180;21780;50,1;3800;32800;8,6;14980;10600;21870;37,1;7320;30600;4,2;74,7;22;11,8;-13,4;4,9;0;14279;1931;0;3701;1012;677;397;0
QP075015;43,5;13610;8080;22050;45,9;4270;32110;7,5;15660;11440;22090;32,5;8640;30140;3,5;74,1;23,2;11,5;-13,2;4,4;0;13470;1753;0;3876;1080;651;404;0
QP075016;39,4;12980;7420;21110;48,9;3210;31540;9,8;15160;11420;21220;32,8;8640;29510;3,4;73,6;20,6;13,8;-12,7;4,7;0;8029;1176;0;2398;644;433;257;0
QP075017;33,5;11810;6790;18830;52,3;3480;27260;7,8;14540;10840;19430;37,6;9020;25720;2,9;61,2;28,5;15,9;-11,2;5,6;0;1406;257;0;429;131;94;53;0
QP075018;40,4;13350;6910;22360;48,1;3560;32180;9;15320;11640;22070;33,8;8910;29560;3,3;72,1;22,3;13,2;-13,7;6,1;0;1296;208;0;358;107;67;42;0
QP075019;38,1;12810;7330;20420;49,6;3370;28090;8,3;15330;11350;20870;33,6;8650;26810;3,1;69;23,5;14,9;-11;3,6;0;19331;2984;0;5508;1601;1040;693;0
QP075020;52,7;15740;8100;28810;41,8;3990;44160;11,1;17140;11330;27080;32;7760;39370;5,1;86,5;16,5;8,1;-17,6;6,5;0;26587;3063;0;6485;1654;1208;678;0
QP076001;;7980;1990;13480;70,3;0;17860;;12770;9960;15770;48,6;8190;19060;2,3;47,6;23,2;34,1;-6,2;1,3;0;1121;394;0;479;143;121;100;0
QP076002;20,1;9850;4090;16190;60,3;180;20810;118,2;13600;11030;17280;42;8850;21170;2,4;45,8;34,1;25,4;-7,3;2;0;2936;933;0;1074;395;273;158;0
QP076003;20,3;9770;3880;16400;61,3;10;21520;4304,5;13650;10660;17590;41,3;9070;21510;2,4;49,8;29,6;25,9;-7,6;2,3;0;1689;549;0;615;204;166;110;0
QP076004;18,8;10860;6040;16480;58,8;550;21940;39,9;14430;11550;17620;35,6;9140;22310;2,4;57,9;24,2;24,2;-7,6;1,3;0;1724;471;0;616;210;168;86;0
QP076005;20,8;9390;4340;16040;62,7;0;21840;;13540;10510;17580;42,4;8540;21790;2,6;49,8;29,5;26,4;-7,9;2,2;0;9967;3310;0;3244;1054;988;412;0
QP076006;22,6;9920;4270;16860;62;0;23800;;13510;10480;18120;43,8;8380;23480;2,8;58,8;23;24,5;-9,1;2,8;0;8556;2671;0;3802;1135;989;428;0
QP076007;17,2;9300;4190;15000;66;0;21100;;13460;10500;17160;42,3;8810;21260;2,4;51,9;25,2;28,8;-7,2;1,3;0;2058;771;0;668;188;220;82;0
QP076008;19,3;9510;3010;15330;63,5;0;21170;;13520;10230;17070;44,3;8680;21330;2,5;55,3;21,5;28,7;-7,5;2;0;1663;629;0;543;187;185;60;0
QP076009;27,7;13500;6850;19330;47,3;1550;24140;15,5;15380;11770;19620;30,7;9580;23540;2,5;56,9;31,8;18,5;-9,6;2,4;0;2492;636;0;858;319;217;120;0
QP076010;21,5;9390;3490;16060;62,8;0;21990;;13330;10460;17550;44,3;8590;21940;2,6;50,3;28,9;26,7;-7,9;2;0;16687;6279;0;5539;1822;1903;633;0
QP076011;19,9;9910;4930;15830;62,4;370;21270;57,6;13720;10780;17350;41,1;8460;21240;2,5;52,3;29;24,6;-7,7;1,8;0;5026;1506;0;1831;599;405;312;0
QP076012;19,2;9250;4650;14810;64,8;340;20700;60,5;13620;10700;17190;40,2;8990;20900;2,3;56,9;21;28,1;-7,3;1,3;0;1843;603;0;545;200;155;88;0
QP076013;16,1;7890;2830;14830;68,2;0;19680;;13080;10290;16750;45;8230;20350;2,5;43,5;30,4;30,8;-6,6;1,9;0;1900;730;0;705;212;206;106;0
QP076014;24,1;10180;3820;17380;59,2;0;23520;;13760;10530;18430;41,3;8400;22850;2,7;54,3;27;24,3;-8,4;2,8;0;5443;1686;0;2255;705;680;281;0
QP076015;;9560;4850;15730;63,8;200;21810;107,3;13970;11390;17620;34,3;9520;21650;2,3;55;22,3;28,4;-7,2;1,5;0;981;344;0;336;114;99;50;0
QP076016;;10100;3810;16230;62,1;0;21300;;13460;10680;17640;42,9;8640;22120;2,6;57,7;21,5;26,8;-7,8;1,8;0;999;330;0;354;111;98;54;0
QP076017;20,5;10320;3750;16750;62,8;0;21570;;13770;10530;17990;40,3;8600;21790;2,5;53,1;26,5;26,2;-7,7;1,9;0;1339;407;0;583;237;121;99;0
QP076018;;8370;3510;14740;66,9;0;19260;;12750;10160;17080;49,2;8150;20180;2,5;58,9;16,1;30,3;-6,8;1,5;0;876;312;0;408;146;122;51;0
QP076019;19,1;10150;5080;16060;62,5;250;21290;86,2;13560;10900;17280;41,2;8950;21760;2,4;59,2;21,7;25,3;-7,6;1,4;0;1681;532;0;651;241;165;55;0
QP076020;19,8;8410;4380;13710;71,2;710;19850;27,9;13090;10490;16260;46;8540;20180;2,4;55,7;21,4;28,7;-7,7;1,9;0;2661;829;0;856;283;209;128;0
QP076021;;7860;3890;12180;77,4;30;18490;644,9;12560;10000;15690;50,9;8370;19520;2,3;52,7;19,9;32,7;-6,6;1,3;0;2003;718;0;751;234;206;103;0
QP076022;13,7;6050;1240;11890;77,3;0;18140;;12020;9290;15170;56,2;7110;19290;2,7;45,6;21,2;37,8;-6,2;1,6;0;10453;4610;0;3878;1129;1301;611;0
QP076023;12,9;7210;3110;11780;78,2;30;17510;521,2;12110;9590;15130;55,2;7690;19160;2,5;49,8;21,3;33,4;-6,8;2,3;0;4935;1824;0;1521;456;332;194;0
QP076024;24;10730;6250;17710;58,2;1380;25140;18,2;14510;10780;18520;38,4;9150;23790;2,6;68,3;17,6;22;-9,3;1,4;0;1098;296;0;320;88;70;50;0
QP076025;21,2;10400;4460;17300;58,6;20;23470;1354,3;14440;10860;18500;37,6;8940;22950;2,6;59;22,5;25,1;-8,4;1,8;0;1521;424;0;489;171;131;78;0
QP076026;18,5;9970;4900;15720;62,5;430;21320;50,1;13650;10360;17420;42,7;8570;20960;2,4;54,7;26,9;24,9;-7,8;1,3;0;2152;738;0;759;270;220;85;0
QP076027;;11020;5760;16150;58,5;120;21990;190,1;13750;10840;17500;40,4;8900;21380;2,4;52,8;29,7;22,9;-7,8;2,4;0;778;191;0;338;123;72;39;0
QP076028;20,6;10540;5650;16720;57,6;370;21360;57,5;14130;11160;17910;38,9;9170;21350;2,3;51,1;31,1;23,2;-7,5;2,1;0;2341;684;0;840;315;239;126;0
QP077001;28,1;11050;6380;17130;59,3;3460;22820;6,6;13880;11200;18100;38,6;9160;22600;2,5;72,9;15;20,1;-9,6;1,6;0;1468;259;0;395;174;61;33;0
QP077002;32,8;12480;7440;18750;50,7;4180;25930;6,2;15050;11640;19840;31,1;9260;24840;2,7;78,7;13,5;16,4;-10,8;2,2;0;2177;367;0;456;157;80;27;0
QP077003;25,9;10730;6650;15680;61,7;2380;21630;9,1;14020;11030;17150;39;9220;21600;2,3;68,2;14,7;24;-8,1;1,2;0;910;198;0;283;96;54;32;0
QP077004;26,5;12390;7440;16790;52,8;2500;22620;9,1;14700;11260;18730;35,8;8970;22630;2,5;70,1;17,9;19,3;-9,1;1,8;0;1681;260;0;437;168;75;49;0
QP077005;31,3;12130;7190;17940;52,4;3420;25110;7,3;15030;11440;19360;31,6;8710;24270;2,8;76,3;14;17,6;-10;2,1;0;3006;480;0;969;382;134;97;0
QP077006;35,5;13020;7520;19570;49,4;2890;26680;9,2;15210;11700;20060;31,6;9160;25680;2,8;75,9;16,2;16,2;-10,8;2,5;0;2489;375;0;674;249;120;71;0
QP077007;37,8;14300;7850;21090;44,5;4510;28490;6,3;16360;11930;21360;30,3;9020;26950;3;81,2;13,6;14;-11,6;2,8;1;3728;415;0;958;326;117;76;0
QP077008;29;11700;6810;17980;54,7;2060;24580;11,9;14780;11550;18820;33,2;9140;23960;2,6;67,7;20,5;19,7;-10;2,1;0;7799;1596;0;2201;775;409;261;0
QP077009;27;10780;5740;17250;58,3;1270;23160;18,2;14560;11260;18550;35,7;8820;23150;2,6;73,7;11,1;23,7;-10;1,5;0;6815;1497;0;1887;666;378;209;0
QP077010;25;10580;5920;16620;59,8;1120;22910;20,5;14080;10700;18190;40,9;8480;22400;2,6;67,4;17,7;22,6;-9,6;1,9;0;8598;2247;0;2632;877;565;297;0
QP077011;22,3;10660;5360;16370;59,8;870;22530;26;13890;10720;17860;39,7;8720;21960;2,5;66,1;18,9;23,2;-9,7;1,5;0;2452;558;0;667;232;150;65;0
QP077012;31,5;11870;7170;18200;54,5;2590;24990;9,7;15010;11910;18990;30,3;9270;24250;2,6;67,5;21,7;19,3;-11,3;2,8;0;5044;1062;0;1411;515;306;155;0
QP077013;24,7;10840;5970;16500;60,1;2200;22520;10,2;13970;10680;18240;39,2;8290;22730;2,7;67,2;17,9;21,8;-8,8;1,9;0;12499;2531;0;3652;1229;700;445;0
QP077014;12,1;6820;2050;12380;75,9;0;18220;;11870;9350;15290;57,3;7600;19540;2,6;49,4;20,1;35;-6,3;1,8;0;6786;2603;0;2043;549;689;261;0
QP077015;34,5;11350;5940;18290;55,2;2430;24950;10,3;13770;10310;18480;41,1;7620;24130;3,2;70,8;21,8;15,9;-11,4;2,9;0;1648;391;0;411;158;105;41;0
QP077016;30,2;11590;5860;19080;54,1;2030;24420;12,1;14480;11120;19740;35,1;8290;23570;2,8;67,1;22,6;17,9;-9,8;2,2;0;1125;191;0;319;112;73;44;0
QP077017;17,6;9230;4370;14420;67,5;480;19500;40,7;13110;10110;16550;46,2;8060;20590;2,6;57,3;21;27,7;-7,5;1,5;0;2817;669;0;906;279;190;131;0
QP077018;34;13540;8840;19470;46,2;5500;24200;4,4;16110;12160;20080;29,2;9850;23520;2,4;77,7;15,8;15,3;-10,6;1,8;0;1983;228;0;537;205;71;43;0
QP077019;19,1;10400;4420;16180;59,1;200;21610;106,4;14120;10490;18050;39,8;7930;21850;2,8;59,4;22,5;24,3;-7,8;1,6;0;2753;660;0;929;339;191;152;0
QP077020;20,2;10230;5970;15690;61,5;2190;20860;9,5;13760;10970;17220;38,5;8750;21080;2,4;57,4;24,9;23,3;-7,7;2,1;0;3011;664;0;1035;354;203;134;0
QP077021;34,9;13130;6690;20660;48;2010;28280;14,1;15990;11840;20910;30,4;8910;26690;3;84,1;7,6;18;-11,7;2;0;1738;358;0;583;186;138;45;0
QP077022;35,2;11710;6730;19100;52,7;3560;26020;7,3;15220;11580;20190;33;9270;25090;2,7;79;11,6;18,8;-11;1,6;0;3708;686;0;1059;397;186;87;0
QP077023;34,1;12210;7390;18760;51,9;2490;24450;9,8;15380;12060;19670;29,8;9640;24320;2,5;81,5;7,7;19,8;-10,5;1,5;0;3198;532;0;836;280;143;72;0
QP077024;34,6;13600;8150;21260;46;4390;30050;6,8;16960;11880;21790;29,4;9390;27800;3;84;10,8;15;-11,5;1,7;0;1113;178;0;247;80;30;22;0
QP078001;22,6;10250;6040;15910;61,9;2420;22100;9,1;13410;10440;17690;43,4;8220;22230;2,7;62,5;23,1;21,2;-8,8;2;0;21617;4792;0;5491;1763;1257;467;0
QP078002;23,8;10860;6260;15950;59,4;2570;22810;8,9;13830;10760;17920;40,6;8520;22860;2,7;69,7;15,7;21,9;-8,4;1,1;0;2778;522;0;747;289;145;49;0
QP078003;23,1;10280;6370;15530;64,3;3070;21040;6,9;14040;10580;17410;39,2;8820;21710;2,5;74,5;10;23,1;-8,7;1,1;0;1248;262;0;339;129;59;18;0
QP078004;34,1;13480;8380;19700;46,4;4640;26350;5,7;15660;11590;20180;29,7;8430;25440;3;78,8;17;13,5;-11;1,7;0;3144;367;0;919;280;103;52;0
QP078005;33,2;12780;7790;19530;49;4050;26120;6,4;15240;11700;20120;31,7;9140;25220;2,8;73,4;19,2;15,8;-10,2;1,8;0;3361;413;0;999;399;154;73;0
QP078006;33,1;12780;7780;18780;49,5;4230;25620;6,1;15380;11950;19840;31;9400;24820;2,6;76,8;15,1;16,6;-10,3;1,8;0;17962;2510;0;4638;1604;662;366;0
QP078007;32,1;12030;7840;18800;53,3;4380;26110;6;15030;12100;19850;30,3;8950;25330;2,8;75,6;16,4;16,3;-10,2;1,9;1;2555;343;0;666;240;100;42;0
QP078008;33,1;13200;7510;19440;47,6;3850;25840;6,7;15350;11720;20100;32,7;8900;25180;2,8;71,9;21,2;15,3;-10,4;2;0;3772;474;0;1047;348;156;73;0
QP078009;31,2;11980;6950;18260;53,6;3310;24880;7,5;14520;10970;19230;36,5;8740;24270;2,8;73,9;18;17,7;-11,3;1,7;0;1998;376;0;497;169;77;35;0
QP078010;22,4;10610;6730;16100;59,9;2940;21740;7,4;13720;11300;17720;38,7;8720;21700;2,5;69;18,3;21;-9,8;1,5;0;2958;530;0;694;260;127;41;0
QP078011;27,8;11150;6910;17720;57,9;3710;23530;6,3;14400;11580;18550;34,9;9070;23320;2,6;73,5;14,5;19,6;-9,4;1,8;0;5941;935;0;1477;464;263;107;0
QP078012;33,3;13320;8220;20160;47,3;4140;25140;6,1;15480;11630;20210;32,5;9010;24520;2,7;74,2;19,4;14,9;-10,4;1,9;0;2446;398;0;625;203;119;44;0
QP078013;23,8;10650;6380;15970;60,6;2480;22770;9,2;14070;11320;17900;36,2;8970;22680;2,5;68,4;16,5;22,6;-9;1,5;0;4145;1018;0;1226;431;317;66;0
